Data from USB2G34921_15-19-49-051.txt Node
Date: Mon May 18 15:19:49 BST 2026
User: LocalAdmin
Spectrometer: USB2G3492
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
652.238	-205.39
652.412	5.61
652.585	4.61
652.758	8.61
652.932	11.61
653.105	17.61
653.278	11.61
653.452	12.61
653.625	6.61
653.798	13.61
653.972	15.61
654.145	12.61
654.318	10.61
654.491	10.61
654.664	16.61
654.837	13.61
655.01	14.61
655.184	18.61
655.357	13.61
655.53	13.61
655.703	15.61
655.876	9.61
656.049	12.61
656.221	13.61
656.394	11.61
656.567	13.61
656.74	8.61
656.913	13.61
657.086	12.61
657.259	17.61
657.431	13.61
657.604	11.61
657.777	10.61
657.949	13.61
658.122	11.61
658.295	12.61
658.467	10.61
658.64	13.61
658.813	8.61
658.985	14.61
659.158	13.61
659.33	13.61
659.503	12.61
659.675	9.61
659.848	15.61
660.02	16.61
660.192	16.61
660.365	15.61
660.537	16.61
660.709	12.61
660.882	8.61
661.054	15.61
661.226	10.61
661.398	14.61
661.571	13.61
661.743	16.61
661.915	16.61
662.087	14.61
662.259	14.61
662.431	13.61
662.603	13.61
662.775	16.61
662.947	13.61
663.119	14.61
663.291	12.61
663.463	15.61
663.635	17.61
663.807	14.61
663.979	13.61
664.151	12.61
664.323	16.61
664.494	15.61
664.666	11.61
664.838	13.61
665.01	15.61
665.181	17.61
665.353	19.61
665.525	13.61
665.696	16.61
665.868	17.61
666.04	18.61
666.211	9.61
666.383	12.61
666.554	14.61
666.726	13.61
666.897	17.61
667.069	22.61
667.24	18.61
667.411	12.61
667.583	16.61
667.754	12.61
667.925	13.61
668.097	16.61
668.268	15.61
668.439	14.61
668.61	13.61
668.782	17.61
668.953	14.61
669.124	13.61
669.295	19.61
669.466	17.61
669.637	15.61
669.808	13.61
669.979	11.61
670.15	14.61
670.321	14.61
670.492	17.61
670.663	19.61
670.834	15.61
671.005	17.61
671.176	12.61
671.347	15.61
671.518	13.61
671.688	14.61
671.859	17.61
672.03	14.61
672.201	19.61
672.371	17.61
672.542	15.61
672.713	17.61
672.883	14.61
673.054	17.61
673.224	16.61
673.395	17.61
673.566	19.61
673.736	19.61
673.906	18.61
674.077	14.61
674.247	15.61
674.418	14.61
674.588	14.61
674.758	13.61
674.929	14.61
675.099	16.61
675.269	15.61
675.44	15.61
675.61	17.61
675.78	16.61
675.95	15.61
676.12	13.61
676.291	17.61
676.461	15.61
676.631	19.61
676.801	16.61
676.971	9.61
677.141	16.61
677.311	16.61
677.481	11.61
677.651	19.61
677.821	20.61
677.991	21.61
