Data from USB2G34921_15-21-53-445.txt Node
Date: Mon May 18 15:21:53 BST 2026
User: LocalAdmin
Spectrometer: USB2G3492
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
652.238	-205.39
652.412	7.61
652.585	7.61
652.758	6.61
652.932	10.61
653.105	19.61
653.278	13.61
653.452	13.61
653.625	10.61
653.798	12.61
653.972	11.61
654.145	13.61
654.318	13.61
654.491	14.61
654.664	11.61
654.837	11.61
655.01	11.61
655.184	14.61
655.357	13.61
655.53	10.61
655.703	9.61
655.876	15.61
656.049	13.61
656.221	11.61
656.394	11.61
656.567	12.61
656.74	14.61
656.913	16.61
657.086	13.61
657.259	19.61
657.431	12.61
657.604	13.61
657.777	15.61
657.949	12.61
658.122	13.61
658.295	14.61
658.467	15.61
658.64	13.61
658.813	11.61
658.985	16.61
659.158	11.61
659.33	12.61
659.503	14.61
659.675	12.61
659.848	13.61
660.02	14.61
660.192	15.61
660.365	11.61
660.537	17.61
660.709	13.61
660.882	10.61
661.054	18.61
661.226	15.61
661.398	14.61
661.571	20.61
661.743	14.61
661.915	17.61
662.087	13.61
662.259	18.61
662.431	12.61
662.603	14.61
662.775	11.61
662.947	14.61
663.119	17.61
663.291	16.61
663.463	12.61
663.635	11.61
663.807	14.61
663.979	16.61
664.151	14.61
664.323	16.61
664.494	13.61
664.666	14.61
664.838	18.61
665.01	15.61
665.181	15.61
665.353	13.61
665.525	16.61
665.696	18.61
665.868	18.61
666.04	18.61
666.211	13.61
666.383	17.61
666.554	17.61
666.726	16.61
666.897	21.61
667.069	18.61
667.24	13.61
667.411	21.61
667.583	15.61
667.754	17.61
667.925	16.61
668.097	19.61
668.268	17.61
668.439	14.61
668.61	17.61
668.782	17.61
668.953	18.61
669.124	18.61
669.295	19.61
669.466	14.61
669.637	13.61
669.808	15.61
669.979	15.61
670.15	17.61
670.321	11.61
670.492	14.61
670.663	15.61
670.834	16.61
671.005	20.61
671.176	18.61
671.347	16.61
671.518	18.61
671.688	20.61
671.859	21.61
672.03	16.61
672.201	23.61
672.371	14.61
672.542	9.61
672.713	16.61
672.883	17.61
673.054	16.61
673.224	12.61
673.395	17.61
673.566	16.61
673.736	16.61
673.906	16.61
674.077	16.61
674.247	17.61
674.418	17.61
674.588	17.61
674.758	17.61
674.929	16.61
675.099	14.61
675.269	17.61
675.44	14.61
675.61	17.61
675.78	18.61
675.95	19.61
676.12	17.61
676.291	12.61
676.461	18.61
676.631	17.61
676.801	20.61
676.971	15.61
677.141	15.61
677.311	18.61
677.481	16.61
677.651	20.61
677.821	20.61
677.991	19.61
678.16	18.61
678.33	16.61
678.5	15.61
678.67	18.61
678.84	17.61
679.009	14.61
679.179	15.61
679.349	14.61
679.518	14.61
679.688	14.61
679.858	15.61
680.027	21.61
680.197	18.61
680.366	19.61
680.536	21.61
680.705	18.61
680.875	12.61
681.044	15.61
681.214	14.61
681.383	19.61
681.552	13.61
681.722	16.61
681.891	11.61
682.06	16.61
682.23	14.61
682.399	16.61
682.568	16.61
682.737	11.61
682.906	17.61
683.076	15.61
683.245	16.61
683.414	18.61
683.583	14.61
683.752	19.61
683.921	16.61
684.09	18.61
684.259	16.61
684.428	18.61
684.597	18.61
684.766	18.61
684.934	15.61
685.103	15.61
685.272	15.61
685.441	16.61
685.61	15.61
685.778	17.61
685.947	14.61
686.116	13.61
686.284	18.61
686.453	17.61
686.622	17.61
686.79	18.61
686.959	17.61
687.127	19.61
687.296	17.61
687.464	15.61
687.633	15.61
687.801	18.61
687.97	19.61
688.138	17.61
688.306	13.61
688.475	17.61
688.643	22.61
688.811	19.61
688.98	15.61
689.148	19.61
689.316	15.61
689.484	16.61
689.652	17.61
689.821	15.61
689.989	14.61
690.157	19.61
690.325	16.61
690.493	17.61
690.661	18.61
690.829	16.61
690.997	15.61
691.165	23.61
691.333	21.61
691.5	21.61
691.668	16.61
691.836	18.61
692.004	17.61
692.172	13.61
692.339	13.61
692.507	16.61
692.675	21.61
692.843	16.61
693.01	14.61
693.178	17.61
693.345	16.61
693.513	16.61
693.681	12.61
693.848	14.61
694.016	21.61
694.183	18.61
694.35	18.61
694.518	14.61
694.685	18.61
694.853	20.61
695.02	17.61
695.187	19.61
695.355	20.61
695.522	16.61
695.689	22.61
695.856	19.61
696.023	13.61
696.191	20.61
696.358	17.61
696.525	18.61
696.692	20.61
696.859	16.61
697.026	19.61
697.193	16.61
697.36	13.61
697.527	20.61
697.694	19.61
697.861	15.61
698.028	17.61
698.195	16.61
698.361	22.61
698.528	16.61
698.695	21.61
698.862	19.61
699.028	12.61
699.195	15.61
699.362	15.61
699.528	17.61
699.695	15.61
699.862	22.61
700.028	15.61
700.195	23.61
700.361	17.61
700.528	18.61
700.694	13.61
700.861	15.61
701.027	18.61
701.193	21.61
701.36	13.61
701.526	16.61
701.692	17.61
701.859	14.61
702.025	16.61
702.191	16.61
702.357	19.61
702.523	17.61
702.69	18.61
702.856	21.61
703.022	15.61
703.188	13.61
703.354	19.61
703.52	14.61
703.686	13.61
703.852	16.61
704.018	17.61
704.184	17.61
704.35	17.61
704.515	15.61
704.681	18.61
704.847	18.61
705.013	17.61
705.179	19.61
705.344	16.61
705.51	12.61
705.676	16.61
705.841	14.61
706.007	19.61
706.172	13.61
706.338	14.61
706.504	13.61
706.669	23.61
706.835	16.61
707	19.61
707.165	15.61
707.331	20.61
707.496	13.61
707.662	18.61
707.827	19.61
707.992	21.61
708.157	16.61
708.323	17.61
708.488	18.61
708.653	14.61
708.818	14.61
708.983	17.61
709.148	12.61
709.314	19.61
709.479	16.61
709.644	13.61
709.809	15.61
709.974	14.61
710.139	19.61
710.303	20.61
710.468	17.61
710.633	15.61
710.798	12.61
710.963	12.61
711.128	16.61
711.292	18.61
711.457	15.61
711.622	18.61
711.787	17.61
711.951	16.61
712.116	17.61
712.28	15.61
712.445	15.61
712.61	19.61
712.774	15.61
712.939	15.61
713.103	14.61
713.267	20.61
713.432	18.61
713.596	16.61
713.761	15.61
713.925	18.61
714.089	15.61
714.254	17.61
714.418	21.61
714.582	18.61
714.746	17.61
714.91	18.61
715.075	21.61
715.239	20.61
715.403	16.61
715.567	15.61
715.731	18.61
715.895	14.61
716.059	17.61
716.223	14.61
716.387	13.61
716.551	22.61
716.714	17.61
716.878	11.61
717.042	19.61
717.206	18.61
717.37	16.61
717.533	16.61
717.697	21.61
717.861	14.61
718.024	14.61
718.188	14.61
718.352	18.61
718.515	17.61
718.679	18.61
718.842	15.61
719.006	21.61
719.169	15.61
719.333	17.61
719.496	19.61
719.659	19.61
719.823	18.61
719.986	15.61
720.149	15.61
720.313	13.61
720.476	17.61
720.639	15.61
720.802	13.61
720.965	15.61
721.129	18.61
721.292	14.61
721.455	16.61
721.618	18.61
721.781	19.61
721.944	17.61
722.107	14.61
722.27	16.61
722.433	10.61
722.595	14.61
722.758	13.61
722.921	22.61
723.084	19.61
723.247	15.61
723.409	16.61
723.572	18.61
723.735	15.61
723.898	16.61
724.06	19.61
724.223	17.61
724.385	16.61
724.548	15.61
724.71	13.61
724.873	16.61
725.035	14.61
725.198	19.61
725.36	13.61
725.523	20.61
725.685	18.61
725.847	20.61
726.01	13.61
726.172	17.61
726.334	16.61
726.496	18.61
726.659	16.61
726.821	17.61
726.983	19.61
727.145	14.61
727.307	17.61
727.469	15.61
727.631	17.61
727.793	14.61
727.955	13.61
728.117	15.61
728.279	17.61
728.441	16.61
728.603	19.61
728.764	13.61
728.926	21.61
729.088	16.61
729.25	16.61
729.411	13.61
729.573	18.61
729.735	18.61
729.896	16.61
730.058	16.61
730.22	19.61
730.381	13.61
730.543	17.61
730.704	14.61
730.866	15.61
731.027	13.61
731.188	21.61
731.35	15.61
731.511	19.61
731.673	11.61
731.834	18.61
731.995	20.61
732.156	13.61
732.318	16.61
732.479	20.61
732.64	16.61
732.801	17.61
732.962	16.61
733.123	17.61
733.284	17.61
733.445	15.61
733.606	17.61
733.767	19.61
733.928	20.61
734.089	19.61
734.25	18.61
734.411	13.61
734.571	19.61
734.732	15.61
734.893	17.61
735.054	21.61
735.214	14.61
735.375	21.61
735.536	20.61
735.696	18.61
735.857	14.61
736.017	18.61
736.178	17.61
736.338	19.61
736.499	19.61
736.659	15.61
736.82	19.61
736.98	17.61
